YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
2022 08 13 17 30   5  6.0  7.7 99.00 99.00 99.00 999 1017.7 999.0  25.7 999.0 99.0 99.00 
2022 08 13 17 40   4  6.2  7.9  1.25  5.56  4.57  47 1017.7  22.0  25.7  15.7 99.0 99.00 
2022 08 13 17 50   7  5.8  7.7 99.00 99.00 99.00 999 1017.8  22.0  25.7  16.1 99.0 99.00 
2022 08 13 18 00  19  6.2  8.0 99.00 99.00 99.00 999 1017.9  22.0  25.6  16.2 99.0 99.00 
2022 08 13 18 10   6  5.9  8.1 99.00 99.00 99.00 999 1017.7  21.9  25.7  16.2 99.0 99.00 
2022 08 13 18 20   5  6.0  7.9 99.00 99.00 99.00 999 1017.8  21.9  25.7  15.7 99.0 99.00 
2022 08 13 18 30   6  5.8  7.5 99.00 99.00 99.00 999 1017.8  22.0  25.7  15.5 99.0 99.00 
2022 08 13 18 40  11  5.2  6.8  1.25  5.26  4.56  60 1017.7  22.0  25.7  15.2 99.0 99.00 
2022 08 13 18 50   4  5.6  8.2 99.00 99.00 99.00 999 1017.7  22.0  25.7  14.8 99.0 99.00 
2022 08 13 19 00   7  5.3  6.9 99.00 99.00 99.00 999 1017.7  22.1  25.7  14.9 99.0 99.00 
2022 08 13 19 10   2  5.3  6.7 99.00 99.00 99.00 999 1017.7  22.1  25.7  14.0 99.0 99.00 
2022 08 13 19 20  13  5.3  6.8 99.00 99.00 99.00 999 1017.6  22.2  25.7  13.9 99.0 99.00 
2022 08 13 19 30  10  5.2  7.0 99.00 99.00 99.00 999 1017.5  22.2  25.7  13.1 99.0 99.00 
2022 08 13 19 40   4  4.9  6.9  1.18  5.26  4.51  56 1017.4  22.1  25.7  14.1 99.0 99.00 
2022 08 13 19 50 358  5.1  6.5 99.00 99.00 99.00 999 1017.4  22.2  25.7  13.4 99.0 99.00 
2022 08 13 20 00   3  4.8  6.4 99.00 99.00 99.00 999 1017.5  22.2  25.7  13.6 99.0 99.00 
2022 08 13 20 10   8  4.3  5.9 99.00 99.00 99.00 999 1017.4  22.1  25.7  13.4 99.0 99.00 
2022 08 13 20 20   2  4.0  5.8 99.00 99.00 99.00 999 1017.4  22.2  25.8  13.5 99.0 99.00 
2022 08 13 20 30   5  3.9  5.4 99.00 99.00 99.00 999 1017.5  22.1  25.8  13.7 99.0 99.00 
2022 08 13 20 40 356  4.1  5.9  1.10  5.26  4.47  64 1017.4  22.1  25.8  14.1 99.0 99.00 
2022 08 13 20 50 355  3.8  5.6 99.00 99.00 99.00 999 1017.5  22.2  25.8  14.2 99.0 99.00 
2022 08 13 21 00 353  3.3  4.8 99.00 99.00 99.00 999 1017.4  22.2  25.8  14.0 99.0 99.00 
2022 08 13 21 10   5  3.5  5.2 99.00 99.00 99.00 999 1017.4  22.3  25.8  14.3 99.0 99.00 
2022 08 13 21 20   7  2.9  4.1 99.00 99.00 99.00 999 1017.5  22.3  25.8  13.5 99.0 99.00 
2022 08 13 21 30 358  2.4  4.1 99.00 99.00 99.00 999 1017.3  22.4  25.8  13.6 99.0 99.00 
2022 08 13 21 40   9  2.4  4.2  1.01  5.26  4.51  60 1017.3  22.4  25.8  13.9 99.0 99.00 
2022 08 13 21 50  47  2.7  4.4 99.00 99.00 99.00 999 1017.4  22.3  25.8  13.7 99.0 99.00 
2022 08 13 22 00  51  1.7  3.2 99.00 99.00 99.00 999 1017.3  22.3  25.9  13.5 99.0 99.00 
2022 08 13 22 20  22  2.2  3.2 99.00 99.00 99.00 999 1018.1  22.4  26.0  13.2 99.0 99.00 
2022 08 13 22 30  41  2.1  3.8 99.00 99.00 99.00 999 1017.3  22.5  26.0  13.7 99.0 99.00 
2022 08 13 22 40  51  1.9  3.5  0.92  5.26  4.46  53 1017.5  22.3  26.0  13.5 99.0 99.00 
2022 08 13 22 50  36  2.1  3.0 99.00 99.00 99.00 999 1017.6  22.4  26.1  13.9 99.0 99.00 
2022 08 13 23 00  10  1.1  2.6 99.00 99.00 99.00 999 1017.7  22.5  26.1  13.3 99.0 99.00 
2022 08 13 23 10  42  1.2  2.6 99.00 99.00 99.00 999 1017.8  22.7  26.1  13.6 99.0 99.00 
2022 08 13 23 20  33  1.4  3.7 99.00 99.00 99.00 999 1017.8  22.6  26.1  13.5 99.0 99.00 
2022 08 13 23 30  31  0.7  1.9 99.00 99.00 99.00 999 1017.9  22.4  26.1  13.2 99.0 99.00 
2022 08 13 23 40 336  0.3  1.3  0.89  5.56  4.59  61 1017.9  22.5  26.1  13.3 99.0 99.00 
2022 08 13 23 50 279  0.7  1.3 99.00 99.00 99.00 999 1017.9  22.3  26.2  12.9 99.0 99.00 
2022 08 14 00 00 240  0.9  2.0 99.00 99.00 99.00 999 1017.9  22.2  26.2  13.1 99.0 99.00 
2022 08 14 00 10 244  1.1  2.9 99.00 99.00 99.00 999 1017.9  22.2  26.2  13.2 99.0 99.00 
2022 08 14 00 20 223  0.8  1.9 99.00 99.00 99.00 999 1017.9  22.2  26.2  13.0 99.0 99.00 
2022 08 14 00 30 222  0.7  1.9 99.00 99.00 99.00 999 1018.0  22.1  26.2  13.1 99.0 99.00 
2022 08 14 00 40 292  1.5  2.4  0.79  5.26  4.63  67 1018.0  22.3  26.1  13.1 99.0 99.00 
2022 08 14 00 50 306  1.5  2.7 99.00 99.00 99.00 999 1018.1  22.3  26.1  13.3 99.0 99.00 
2022 08 14 01 00 290  1.9  3.5 99.00 99.00 99.00 999 1018.1  22.3  26.1  13.0 99.0 99.00 
2022 08 14 01 10 297  1.5  3.4 99.00 99.00 99.00 999 1018.1  22.2  26.1  13.1 99.0 99.00 
2022 08 14 01 20 300  2.5  3.8 99.00 99.00 99.00 999 1018.2  22.3  26.1  13.1 99.0 99.00 
2022 08 14 01 30 296  2.7  3.8 99.00 99.00 99.00 999 1018.1  22.4  26.1  12.7 99.0 99.00 
2022 08 14 01 40 300  3.3  4.8  0.72  5.26  4.55  63 1018.9  22.3  26.1  13.1 99.0 99.00 
2022 08 14 01 50 288  2.7  4.3 99.00 99.00 99.00 999 1018.0  22.3  26.1  13.3 99.0 99.00 
2022 08 14 02 00 298  3.0  4.9 99.00 99.00 99.00 999 1018.0  22.3  26.1  13.3 99.0 99.00 
2022 08 14 02 10 301  3.0  4.6 99.00 99.00 99.00 999 1018.8  22.3  26.1  13.1 99.0 99.00 
2022 08 14 02 20 290  2.4  3.8 99.00 99.00 99.00 999 1017.9  22.2  26.1  12.9 99.0 99.00 
2022 08 14 02 30 308  3.1  4.4 99.00 99.00 99.00 999 1017.9  22.2  26.1  13.2 99.0 99.00 
2022 08 14 02 40 295  2.9  4.2  0.68  5.56  4.71  64 1017.9  22.3  26.0  13.2 99.0 99.00 
2022 08 14 02 50 298  3.2  4.6 99.00 99.00 99.00 999 1017.9  22.2  26.0  13.1 99.0 99.00 
2022 08 14 03 00 291  2.8  4.2 99.00 99.00 99.00 999 1017.9  22.3  26.0  13.5 99.0 99.00 
2022 08 14 03 10 284  3.1  4.3 99.00 99.00 99.00 999 1017.8  22.3  26.0  13.3 99.0 99.00 
2022 08 14 03 20 291  2.0  3.1 99.00 99.00 99.00 999 1017.7  22.2  26.0  12.8 99.0 99.00 
2022 08 14 03 30 292  0.9  1.9 99.00 99.00 99.00 999 1017.6  22.2  26.0  12.3 99.0 99.00 
2022 08 14 03 40 292  1.2  1.9 99.00 99.00 99.00 999 1017.5  22.2  26.0  12.5 99.0 99.00 
2022 08 14 03 50 300  0.4  1.5 99.00 99.00 99.00 999 1017.5  22.2  26.0  12.1 99.0 99.00 
2022 08 14 04 00 296  0.9  1.9 99.00 99.00 99.00 999 1017.6  22.1  26.0  12.8 99.0 99.00 
2022 08 14 04 10 292  0.4  1.6 99.00 99.00 99.00 999 1017.8  22.2  25.9  12.4 99.0 99.00 
2022 08 14 04 20 241  0.5  1.3 99.00 99.00 99.00 999 1017.9  22.1  25.9  12.7 99.0 99.00 
2022 08 14 04 30 199  0.2  0.8 99.00 99.00 99.00 999 1017.9  22.1  25.9  12.5 99.0 99.00 
2022 08 14 04 40 266  0.4  1.0  0.70  5.26  5.04  72 1017.9  22.2  25.9  12.4 99.0 99.00 
2022 08 14 04 50 263  0.8  1.6 99.00 99.00 99.00 999 1017.9  22.3  25.9  12.7 99.0 99.00 
2022 08 14 05 00 234  1.0  1.9 99.00 99.00 99.00 999 1017.9  22.3  25.8  12.8 99.0 99.00 
2022 08 14 05 10 212  1.2  1.9 99.00 99.00 99.00 999 1017.9  22.4  25.8  12.6 99.0 99.00 
2022 08 14 05 20 245  1.4  2.5 99.00 99.00 99.00 999 1017.8  22.4  25.7  12.7 99.0 99.00 
2022 08 14 05 30 266  1.6  2.8 99.00 99.00 99.00 999 1017.7  22.4  25.7  13.2 99.0 99.00 
2022 08 14 05 40 254  1.6  2.8  0.66  5.00  4.91  74 1017.6  22.4  25.7  12.7 99.0 99.00 
2022 08 14 05 50 243  1.6  2.7 99.00 99.00 99.00 999 1017.8  22.4  25.7  12.8 99.0 99.00 
2022 08 14 06 00 267  2.0  2.9 99.00 99.00 99.00 999 1017.8  22.4  25.7  12.9 99.0 99.00 
2022 08 14 06 10 251  1.7  2.5 99.00 99.00 99.00 999 1017.6  22.4  25.7  12.7 99.0 99.00 
2022 08 14 06 20 285  1.6  2.5 99.00 99.00 99.00 999 1017.6  22.5  25.6  12.5 99.0 99.00 
2022 08 14 06 30 246  1.9  3.0 99.00 99.00 99.00 999 1017.5  22.5  25.6  13.0 99.0 99.00 
2022 08 14 06 40 249  1.8  2.7  0.67  4.76  5.06  58 1017.5  22.5  25.6  13.0 99.0 99.00 
2022 08 14 06 50 251  2.1  2.8 99.00 99.00 99.00 999 1017.5 999.0  25.5 999.0 99.0 99.00 
2022 08 14 07 00 275  1.7  3.0 99.00 99.00 99.00 999 1017.4  22.4  25.5  12.7 99.0 99.00 
2022 08 14 07 10 251  2.1  3.1 99.00 99.00 99.00 999 1017.5  22.4  25.4  13.1 99.0 99.00 
2022 08 14 07 20 268  2.1  3.5 99.00 99.00 99.00 999 1017.6  22.4  25.4  13.1 99.0 99.00 
2022 08 14 07 30 277  2.7  3.6 99.00 99.00 99.00 999 1017.5  22.4  25.4  13.6 99.0 99.00 
2022 08 14 07 40 308  2.0  3.2 99.00 99.00 99.00 999 1017.6  22.3  25.5  13.2 99.0 99.00 
2022 08 14 07 50 304  2.2  3.2 99.00 99.00 99.00 999 1017.6  22.3  25.5  13.1 99.0 99.00 
2022 08 14 08 00 298  1.9  3.1 99.00 99.00 99.00 999 1017.5  22.4  25.5  12.8 99.0 99.00 
2022 08 14 08 10 286  2.0  3.2 99.00 99.00 99.00 999 1017.6  22.4  25.5  13.1 99.0 99.00 
2022 08 14 08 20 308  2.2  3.7 99.00 99.00 99.00 999 1017.7  22.4  25.5  12.9 99.0 99.00 
2022 08 14 08 30 313  2.2  3.7 99.00 99.00 99.00 999 1017.7  22.5  25.5  12.9 99.0 99.00 
2022 08 14 08 40 292  1.7  3.2  0.65  6.25  4.88 125 1017.7  22.5  25.5  12.9 99.0 99.00 
2022 08 14 08 50 300  1.8  3.3 99.00 99.00 99.00 999 1017.8  22.5  25.5  12.8 99.0 99.00 
2022 08 14 09 00 301  2.0  3.2 99.00 99.00 99.00 999 1017.9  22.5  25.5  13.0 99.0 99.00 
2022 08 14 09 10 311  2.0  2.8 99.00 99.00 99.00 999 1017.8  22.5  25.5  12.8 99.0 99.00 
2022 08 14 09 20 318  2.2  3.5 99.00 99.00 99.00 999 1017.8  22.5  25.5  12.9 99.0 99.00 
2022 08 14 09 30 329  1.6  2.8 99.00 99.00 99.00 999 1017.8  22.5  25.5  12.8 99.0 99.00 
2022 08 14 09 40 343  2.2  3.7  0.62  5.56  4.91  98 1017.7  22.5  25.5  13.0 99.0 99.00 
2022 08 14 09 50 333  1.2  3.2 99.00 99.00 99.00 999 1017.8  22.5  25.5  12.6 99.0 99.00 
2022 08 14 10 00 320  1.8  2.8 99.00 99.00 99.00 999 1017.9  22.5  25.5  12.9 99.0 99.00 
2022 08 14 10 10 346  1.7  2.8 99.00 99.00 99.00 999 1017.9  22.5  25.5  12.8 99.0 99.00 
2022 08 14 10 20 342  1.7  2.8 99.00 99.00 99.00 999 1017.9  22.5  25.6  12.4 99.0 99.00 
2022 08 14 10 30 321  1.3  2.6 99.00 99.00 99.00 999 1018.0  22.6  25.6  12.6 99.0 99.00 
2022 08 14 10 40 343  2.2  4.3  0.64  9.09  5.49  87 1017.9  22.7  25.6  13.1 99.0 99.00 
2022 08 14 10 50 356  2.0  3.7 99.00 99.00 99.00 999 1017.9 999.0  25.6 999.0 99.0 99.00 
2022 08 14 11 00   5  1.8  3.5 99.00 99.00 99.00 999 1017.9  22.8  25.6  12.8 99.0 99.00 
2022 08 14 11 10   4  2.7  3.7 99.00 99.00 99.00 999 1017.9  22.7  25.7  13.2 99.0 99.00 
2022 08 14 11 20   9  2.1  2.9 99.00 99.00 99.00 999 1017.8  22.6  25.7  12.8 99.0 99.00 
2022 08 14 11 30 340  1.8  2.7 99.00 99.00 99.00 999 1017.9  22.8  25.7  13.1 99.0 99.00 
2022 08 14 11 40 330  1.8  3.3  0.61  5.88  5.53 113 1017.9  22.9  25.7  13.0 99.0 99.00 
2022 08 14 11 50 350  2.1  3.5 99.00 99.00 99.00 999 1017.9  22.9  25.7  12.8 99.0 99.00 
2022 08 14 12 00 337  1.8  3.1 99.00 99.00 99.00 999 1018.0  22.8  25.7  12.8 99.0 99.00 
2022 08 14 12 10 346  2.4  3.8 99.00 99.00 99.00 999 1017.9  22.8  25.8  12.9 99.0 99.00 
2022 08 14 12 20 351  2.1  3.6 99.00 99.00 99.00 999 1017.9  22.8  25.8  13.4 99.0 99.00 
2022 08 14 12 30   7  2.1  3.3 99.00 99.00 99.00 999 1017.9  22.8  25.8  13.6 99.0 99.00 
2022 08 14 12 40 359  2.4  3.9  0.64  5.88  5.67  96 1017.9  22.8  25.8  13.5 99.0 99.00 
2022 08 14 12 50 360  2.7  3.9 99.00 99.00 99.00 999 1018.1  22.8  25.9  13.8 99.0 99.00 
2022 08 14 13 00  19  1.5  3.0 99.00 99.00 99.00 999 1018.0  22.8  25.8  13.8 99.0 99.00 
2022 08 14 13 10 337  2.3  3.4 99.00 99.00 99.00 999 1018.0  22.8  25.8  13.9 99.0 99.00 
2022 08 14 13 20 318  1.7  2.9 99.00 99.00 99.00 999 1018.1  22.8  25.9  13.9 99.0 99.00 
2022 08 14 13 30 339  1.9  3.3 99.00 99.00 99.00 999 1018.1  22.9  25.9  14.1 99.0 99.00 
2022 08 14 13 40 346  2.7  4.0 99.00 99.00 99.00 999 1018.2  22.8  25.9  15.1 99.0 99.00 
2022 08 14 13 50 336  2.5  3.9 99.00 99.00 99.00 999 1018.3  22.8  25.9  15.2 99.0 99.00 
2022 08 14 14 00 341  2.7  3.5 99.00 99.00 99.00 999 1018.3  22.7  25.9  15.1 99.0 99.00 
2022 08 14 14 10 333  2.7  3.9 99.00 99.00 99.00 999 1018.3  22.7  25.9  15.5 99.0 99.00 
2022 08 14 14 20 329  2.6  4.0 99.00 99.00 99.00 999 1018.2  22.8  25.9  15.3 99.0 99.00 
2022 08 14 14 30 315  2.9  4.3 99.00 99.00 99.00 999 1018.2  22.8  25.9  15.3 99.0 99.00 
2022 08 14 14 40 338  2.7  4.0 99.00 99.00 99.00 999 1018.2  22.8  25.9  15.3 99.0 99.00 
2022 08 14 14 50 347  2.9  4.6 99.00 99.00 99.00 999 1018.1  22.7  25.9  15.2 99.0 99.00 
2022 08 14 15 00 350  3.4  5.1 99.00 99.00 99.00 999 1017.9  22.7  25.9  15.5 99.0 99.00 
2022 08 14 15 10 346  3.2  4.8 99.00 99.00 99.00 999 1018.0  22.7  25.9  15.5 99.0 99.00 
2022 08 14 15 20   5  2.8  4.0 99.00 99.00 99.00 999 1018.0  22.7  25.9  15.5 99.0 99.00 
2022 08 14 15 30   1  3.0  4.4 99.00 99.00 99.00 999 1017.9  22.7  25.9  15.5 99.0 99.00 
2022 08 14 15 40  11  3.2  4.4  0.61  6.25  5.73 100 1017.8  22.7  25.9  15.3 99.0 99.00 
2022 08 14 15 50   5  3.0  4.4 99.00 99.00 99.00 999 1017.8  22.8  25.9  15.4 99.0 99.00 
2022 08 14 16 00   2  3.6  5.5 99.00 99.00 99.00 999 1017.7  22.8  25.9  15.5 99.0 99.00 
2022 08 14 16 10 359  3.0  4.1 99.00 99.00 99.00 999 1017.8  22.7  25.9  15.6 99.0 99.00 
2022 08 14 16 20 357  2.5  3.6 99.00 99.00 99.00 999 1017.8  22.8  25.9  15.2 99.0 99.00 
2022 08 14 16 30 359  3.0  4.1 99.00 99.00 99.00 999 1017.7  22.8  25.9  15.6 99.0 99.00 
2022 08 14 16 40 355  2.9  3.8  0.66  6.25  5.81  99 1017.6  22.8  25.9  15.7 99.0 99.00 
2022 08 14 16 50 359  2.7  3.6 99.00 99.00 99.00 999 1017.7  22.8  25.9  15.3 99.0 99.00 
2022 08 14 17 00   1  2.5  3.5 99.00 99.00 99.00 999 1017.6  22.9  25.9  15.1 99.0 99.00 
2022 08 14 17 10 360  2.8  4.2 99.00 99.00 99.00 999 1017.6  22.9  25.9  15.0 99.0 99.00 
2022 08 14 17 20  13  2.3  3.9 99.00 99.00 99.00 999 1017.6  22.9  25.9  14.7 99.0 99.00 
2022 08 14 17 30   2  2.6  3.8 99.00 99.00 99.00 999 1017.6  22.9  25.9  14.7 99.0 99.00 
2022 08 14 17 40 359  2.6  4.5  0.60  6.25  5.30 102 1017.6  22.9  25.9  14.6 99.0 99.00 
2022 08 14 17 50 353  2.9  4.1 99.00 99.00 99.00 999 1017.6  23.0  25.9  14.9 99.0 99.00 
2022 08 14 18 00   6  2.5  3.7 99.00 99.00 99.00 999 1017.5  23.0  25.9  14.4 99.0 99.00 
2022 08 14 18 10  11  2.3  3.8 99.00 99.00 99.00 999 1017.5  23.1  26.0  14.2 99.0 99.00 
2022 08 14 18 20   6  1.7  3.3 99.00 99.00 99.00 999 1017.6  23.1  25.9  14.4 99.0 99.00 
2022 08 14 18 30 347  2.2  3.0 99.00 99.00 99.00 999 1017.6  23.1  26.0  14.3 99.0 99.00 
2022 08 14 18 40   2  2.3  3.9 99.00 99.00 99.00 999 1017.6  23.1  25.9  14.4 99.0 99.00 
2022 08 14 18 50 354  2.7  3.9 99.00 99.00 99.00 999 1017.5  23.0  26.0  14.2 99.0 99.00 
2022 08 14 19 00  13  2.3  3.7 99.00 99.00 99.00 999 1017.4  23.1  25.9  14.6 99.0 99.00 
2022 08 14 19 10  13  2.2  4.1 99.00 99.00 99.00 999 1017.4  23.1  25.9  14.5 99.0 99.00 
2022 08 14 19 20  33  2.5  3.7 99.00 99.00 99.00 999 1017.4  23.1  25.9  14.3 99.0 99.00 
2022 08 14 19 30  31  2.1  3.3 99.00 99.00 99.00 999 1017.2  23.1 999.0  14.3 99.0 99.00 
2022 08 14 19 40  45  2.3  3.6  0.62  6.67  5.38 124 1017.1  23.1  25.8  14.2 99.0 99.00 
2022 08 14 19 50  33  3.0  3.8 99.00 99.00 99.00 999 1017.1  23.1  25.8  14.2 99.0 99.00 
2022 08 14 20 00  43  2.4  3.8 99.00 99.00 99.00 999 1017.1  23.2  25.8  13.9 99.0 99.00 
2022 08 14 20 10  50  2.4  4.2 99.00 99.00 99.00 999 1017.0  23.2  25.7  14.0 99.0 99.00 
2022 08 14 20 20  40  2.3  3.5 99.00 99.00 99.00 999 1017.0  23.2  25.7  14.0 99.0 99.00 
2022 08 14 20 30  45  2.5  3.5 99.00 99.00 99.00 999 1016.9  23.2  25.7  14.1 99.0 99.00 
2022 08 14 20 40  38  1.8  3.4 99.00 99.00 99.00 999 1016.8  23.2  25.7  13.9 99.0 99.00 
2022 08 14 20 50  42  2.1  3.7 99.00 99.00 99.00 999 1016.8  23.2  25.6  13.8 99.0 99.00 
2022 08 14 21 00  35  2.4  3.9 99.00 99.00 99.00 999 1017.7  23.2  25.7  13.6 99.0 99.00 
2022 08 14 21 10  43  2.1  3.2 99.00 99.00 99.00 999 1016.9  23.3  25.7  14.0 99.0 99.00 
2022 08 14 21 20  29  2.3  3.4 99.00 99.00 99.00 999 1017.7  23.2  25.6  13.7 99.0 99.00 
2022 08 14 21 30  46  1.9  3.3 99.00 99.00 99.00 999 1017.0  23.2 999.0  13.7 99.0 99.00 
2022 08 14 21 40  45  2.1  3.0  0.63  6.25  5.58 123 1017.0  23.3  25.6  13.8 99.0 99.00 
2022 08 14 21 50  42  2.2  3.5 99.00 99.00 99.00 999 1016.8  23.3  25.6  14.1 99.0 99.00 
2022 08 14 22 00  51  2.5  4.1 99.00 99.00 99.00 999 1016.7  23.3  25.6  13.9 99.0 99.00 
2022 08 14 22 10  37  3.0  4.3 99.00 99.00 99.00 999 1016.6  23.3  25.6  13.8 99.0 99.00 
2022 08 14 22 20  42  3.0  4.4 99.00 99.00 99.00 999 1016.5  23.2  25.6  13.7 99.0 99.00 
2022 08 14 22 30  50  3.2  4.3 99.00 99.00 99.00 999 1016.5  23.3  25.6  13.9 99.0 99.00 
2022 08 14 22 40  30  2.8  4.3  0.61  6.25  5.70 115 1016.5  23.3  25.6  13.5 99.0 99.00 
2022 08 14 22 50  44  2.7  4.0 99.00 99.00 99.00 999 1016.6  23.3 999.0  13.9 99.0 99.00 
2022 08 14 23 00  73  2.4  4.0 99.00 99.00 99.00 999 1016.7  23.2  25.6  13.2 99.0 99.00 
2022 08 14 23 10  68  2.4  3.5 99.00 99.00 99.00 999 1016.6  23.3  25.6  13.4 99.0 99.00 
2022 08 14 23 20  67  2.5  3.7 99.00 99.00 99.00 999 1016.6  23.3  25.6  13.6 99.0 99.00 
2022 08 14 23 30  61  2.6  3.7 99.00 99.00 99.00 999 1016.6  23.3  25.6  13.7 99.0 99.00 
2022 08 14 23 40  67  2.5  3.6  0.55  7.69  5.82 114 1016.6  23.3  25.6  13.8 99.0 99.00 
2022 08 14 23 50  70  2.6  3.6 99.00 99.00 99.00 999 1016.6  23.3  25.6  14.2 99.0 99.00 
2022 08 15 00 00  64  2.2  3.3 99.00 99.00 99.00 999 1016.7  23.2  25.7  14.2 99.0 99.00 
2022 08 15 00 10  70  2.4  3.9 99.00 99.00 99.00 999 1016.6  23.3  25.7  14.4 99.0 99.00 
2022 08 15 00 20  81  2.5  3.9 99.00 99.00 99.00 999 1016.6  23.3  25.6  14.3 99.0 99.00 
2022 08 15 00 30  95  2.8  3.8 99.00 99.00 99.00 999 1016.5  23.3  25.7  14.3 99.0 99.00 
2022 08 15 00 40  79  2.5  4.0  0.52  6.25  6.00  96 1016.6  23.3  25.7  14.3 99.0 99.00 
2022 08 15 00 50  90  3.0  4.2 99.00 99.00 99.00 999 1016.5 999.0  25.7 999.0 99.0 99.00 
2022 08 15 01 00  89  3.4  4.8 99.00 99.00 99.00 999 1016.6  23.4  25.8  14.5 99.0 99.00 
2022 08 15 01 10  90  3.1  4.1 99.00 99.00 99.00 999 1016.6  23.3  25.8  14.3 99.0 99.00 
2022 08 15 01 20 105  3.6  5.3 99.00 99.00 99.00 999 1016.6  23.4 999.0  15.0 99.0 99.00 
2022 08 15 01 30 116  3.4  4.9 99.00 99.00 99.00 999 1016.6  23.4  25.8  14.9 99.0 99.00 
2022 08 15 01 40  97  3.7  5.5 99.00 99.00 99.00 999 1016.6  23.3  25.9  14.8 99.0 99.00 
2022 08 15 01 50 108  3.3  4.5 99.00 99.00 99.00 999 1016.6  23.3  25.9  14.8 99.0 99.00 
2022 08 15 02 00 110  3.1  4.5 99.00 99.00 99.00 999 1016.5 999.0  25.9 999.0 99.0 99.00 
2022 08 15 02 10 101  3.4  4.8 99.00 99.00 99.00 999 1016.5  23.3  25.9  14.7 99.0 99.00 
2022 08 15 02 20 106  3.4  4.5 99.00 99.00 99.00 999 1016.5  23.3  25.9  14.6 99.0 99.00 
2022 08 15 02 30 104  3.2  4.9 99.00 99.00 99.00 999 1016.5  23.3  25.9  14.2 99.0 99.00 
2022 08 15 02 40 113  3.4  4.6  0.51 10.00  6.17 103 1016.5  23.3  25.9  14.6 99.0 99.00 
2022 08 15 02 50  96  2.4  4.0 99.00 99.00 99.00 999 1016.5  23.3  25.9  14.5 99.0 99.00 
2022 08 15 03 00  89  2.5  3.3 99.00 99.00 99.00 999 1016.4  23.3  25.9  14.8 99.0 99.00 
2022 08 15 03 10  97  2.4  3.4 99.00 99.00 99.00 999 1016.4  23.3  25.9  14.5 99.0 99.00 
2022 08 15 03 20 109  3.2  4.9 99.00 99.00 99.00 999 1016.4  23.3  25.9  14.6 99.0 99.00 
2022 08 15 03 30 107  2.4  3.5 99.00 99.00 99.00 999 1016.5  23.3  25.9  14.5 99.0 99.00 
2022 08 15 03 40 127  2.6  3.8  0.46  8.33  5.86 108 1016.4  23.3  25.9  14.6 99.0 99.00 
2022 08 15 03 50 110  2.2  3.4 99.00 99.00 99.00 999 1016.3  23.3  25.9  14.5 99.0 99.00 
2022 08 15 04 00 120  2.4  3.9 99.00 99.00 99.00 999 1016.3  23.3  25.9  14.5 99.0 99.00 
2022 08 15 04 10 111  2.6  4.1 99.00 99.00 99.00 999 1016.2 999.0  25.9 999.0 99.0 99.00 
2022 08 15 04 20 107  2.1  3.3 99.00 99.00 99.00 999 1016.2  23.3  25.9  14.6 99.0 99.00 
2022 08 15 04 30  77  1.5  2.8 99.00 99.00 99.00 999 1016.0  23.2  25.9  14.7 99.0 99.00 
2022 08 15 04 40  95  2.2  3.5  0.46  9.09  5.95 104 1016.0  23.3  25.9  14.7 99.0 99.00 
2022 08 15 04 50  95  1.7  3.3 99.00 99.00 99.00 999 1016.0  23.3  25.8  15.0 99.0 99.00 
2022 08 15 05 00  72  2.0  3.1 99.00 99.00 99.00 999 1015.8  23.3  25.8  14.9 99.0 99.00 
2022 08 15 05 10  62  1.9  2.8 99.00 99.00 99.00 999 1015.7  23.3  25.8  14.7 99.0 99.00 
2022 08 15 05 20  79  2.2  3.3 99.00 99.00 99.00 999 1015.6  23.3  25.8  14.9 99.0 99.00 
2022 08 15 05 30  82  1.6  2.7 99.00 99.00 99.00 999 1015.6  23.2  25.8  14.6 99.0 99.00 
2022 08 15 05 40  90  1.1  3.3  0.46  7.14  5.83 111 1015.5  23.2  25.8  14.8 99.0 99.00 
2022 08 15 05 50  83  1.3  3.5 99.00 99.00 99.00 999 1015.4  23.1  25.8  14.9 99.0 99.00 
2022 08 15 06 00 103  1.9  3.2 99.00 99.00 99.00 999 1015.4  23.2  25.8  15.3 99.0 99.00 
2022 08 15 06 10  70  2.4  3.3 99.00 99.00 99.00 999 1015.4  23.2  25.8  15.4 99.0 99.00 
2022 08 15 06 20  73  2.6  3.9 99.00 99.00 99.00 999 1015.3  23.2  25.8  15.3 99.0 99.00 
2022 08 15 06 30  60  2.6  3.7 99.00 99.00 99.00 999 1015.2  23.2  25.7  15.8 99.0 99.00 
2022 08 15 06 40  67  2.3  3.7  0.51  7.14  5.86  96 1015.1  23.2  25.7  15.3 99.0 99.00 
2022 08 15 06 50  45  2.3  3.8 99.00 99.00 99.00 999 1015.9  23.2  25.7  15.5 99.0 99.00 
2022 08 15 07 00  42  2.6  3.7 99.00 99.00 99.00 999 1015.1  23.1  25.7  15.6 99.0 99.00 
2022 08 15 07 10  34  2.4  3.7 99.00 99.00 99.00 999 1015.1 999.0  25.6 999.0 99.0 99.00 
2022 08 15 07 20  54  2.8  4.3 99.00 99.00 99.00 999 1015.1  23.1  25.6  15.6 99.0 99.00 
2022 08 15 07 30  60  3.1  4.7 99.00 99.00 99.00 999 1015.0  23.2  25.6  15.6 99.0 99.00 
